TEAM,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PLAYERS,POS
Atlanta Hawks ,48,48,36.6,27.1,0.4,2.3,2.8,10.8,1.5,0.2,4.4,2.0,2.5,Trae Young, PG
Atlanta Hawks ,50,50,35.1,21.7,0.7,4.4,5.1,5.3,1.3,0.3,2.2,1.7,2.4,Dejounte Murray, SG
Atlanta Hawks ,51,8,29.0,16.8,0.6,2.7,3.3,2.7,1.3,0.3,1.1,2.4,2.4,Bogdan Bogdanovic, SG
Atlanta Hawks ,39,36,33.9,15.7,1.2,7.3,8.5,3.4,1.3,0.8,1.8,2.6,1.9,Jalen Johnson, SF
Atlanta Hawks ,29,24,28.4,14.4,0.6,3.2,3.8,1.4,0.8,0.3,1.5,2.8,0.9,De'Andre Hunter, SF
Atlanta Hawks ,52,40,32.6,13.6,2.6,4.0,6.6,1.4,0.9,0.1,0.8,1.5,1.7,Saddiq Bey, SF
Atlanta Hawks ,47,47,25.7,11.5,4.8,5.8,10.6,1.0,0.6,1.5,0.9,2.4,1.2,Clint Capela, C
Atlanta Hawks ,52,7,25.7,10.2,2.7,4.2,6.9,1.3,0.4,1.1,0.9,3.0,1.6,Onyeka Okongwu, PF
Atlanta Hawks ,16,0,7.8,3.9,0.6,1.8,2.3,0.4,0.1,0.6,0.5,1.1,0.8,Bruno Fernando, PF
Atlanta Hawks ,37,4,12.7,3.8,0.2,1.0,1.2,0.5,0.2,0.1,0.4,1.7,1.2,Garrison Mathews, SG
Atlanta Hawks ,19,0,10.6,2.7,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,1.8,Patty Mills, PG
Atlanta Hawks ,21,1,11.0,2.3,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.2,Wesley Matthews, SG
Atlanta Hawks ,18,0,7.3,2.1,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,0.7,AJ Griffin, F
Atlanta Hawks ,20,0,10.5,2.0,0.3,1.1,1.3,2.1,0.4,0.1,0.6,0.9,3.8,Trent Forrest, G
Atlanta Hawks ,4,0,5.5,1.8,0.5,1.0,1.5,0.3,0.0,0.0,0.0,0.3,INF,Kobe Bufkin, G
Atlanta Hawks ,9,0,5.8,1.6,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,0.0,Seth Lundy, G
Atlanta Hawks ,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,Mouhamed Gueye, F
Boston Celtics ,50,50,35.9,27.0,0.9,7.6,8.5,4.7,1.0,0.6,2.5,2.0,1.9,Jayson Tatum, SF
Boston Celtics ,49,49,33.3,22.0,1.1,4.4,5.6,3.7,1.1,0.6,2.4,2.6,1.5,Jaylen Brown, SG
Boston Celtics ,39,39,29.9,20.4,1.6,5.4,7.0,1.9,0.6,1.9,1.7,2.9,1.2,Kristaps Porzingis, C
Boston Celtics ,49,49,32.2,15.3,0.7,3.2,3.9,4.8,1.0,1.2,1.6,2.2,3.0,Derrick White, PG
Boston Celtics ,48,48,33.5,13.3,1.4,4.5,5.9,4.6,0.8,0.7,1.9,1.6,2.5,Jrue Holiday, PG
Boston Celtics ,52,5,21.5,8.1,0.6,2.7,3.3,1.0,0.4,0.3,0.5,1.3,1.9,Sam Hauser, SF
Boston Celtics ,53,0,20.6,7.8,0.9,2.3,3.2,2.8,0.4,0.1,0.6,1.2,4.8,Payton Pritchard, PG
Boston Celtics ,44,21,27.0,7.8,1.3,5.5,6.7,2.8,0.5,1.0,0.8,1.5,3.8,Al Horford, C
Boston Celtics ,37,2,14.8,4.9,1.8,2.0,3.8,0.8,0.4,1.0,0.4,1.3,1.9,Luke Kornet, C
Boston Celtics ,22,0,12.2,4.8,1.9,2.5,4.5,0.5,0.4,0.6,0.4,1.9,1.4,Neemias Queta, C
Boston Celtics ,34,0,10.9,3.7,1.0,1.8,2.9,0.7,0.4,0.1,0.3,1.1,2.1,Oshae Brissett, SF
Boston Celtics ,1,0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,INF,Drew Peterson, F
Boston Celtics ,19,1,6.4,2.8,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,0.9,Lamar Stevens, PF
Boston Celtics ,22,0,7.6,2.8,0.2,0.7,0.9,0.5,0.3,0.0,0.3,0.5,1.7,Svi Mykhailiuk, SG
Boston Celtics ,24,1,7.1,2.3,0.5,1.0,1.5,0.8,0.2,0.1,0.4,0.8,1.9,Dalano Banton G, G
Boston Celtics ,2,0,3.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,JD Davison, SG
Boston Celtics ,3,0,5.0,0.7,0.3,1.7,2.0,0.7,0.3,0.0,0.0,0.7,INF,Jordan Walsh, G
Brooklyn Nets ,52,52,35.3,21.8,0.8,4.1,4.9,3.7,0.9,0.4,2.3,1.6,1.6,Mikal Bridges, SF
Brooklyn Nets ,43,28,29.7,21.4,0.3,2.5,2.9,2.6,0.7,0.3,1.8,2.0,1.4,Cam Thomas, SG
Brooklyn Nets ,1,0,27.0,15.0,0.0,3.0,3.0,12.0,0.0,0.0,2.0,4.0,6.0,Dennis Schroder PG, PG
Brooklyn Nets ,40,40,28.5,13.9,1.1,3.6,4.7,2.6,0.8,0.3,1.0,1.9,2.7,Cameron Johnson, SF
Brooklyn Nets ,48,48,30.7,12.6,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,4.6,Spencer Dinwiddie, PG
Brooklyn Nets ,42,42,29.6,12.4,3.0,7.3,10.3,1.9,0.7,2.3,1.2,2.5,1.6,Nic Claxton, C
Brooklyn Nets ,32,0,18.4,11.7,0.3,1.8,2.0,1.5,0.7,0.3,1.1,1.2,1.4,Lonnie Walker IV, G
Brooklyn Nets ,43,32,28.7,9.0,1.7,3.1,4.8,1.5,0.7,0.6,0.8,2.3,1.9,Dorian Finney-Smith, PF
Brooklyn Nets ,2,0,17.5,7.5,1.0,0.5,1.5,0.5,1.5,0.5,1.0,1.5,0.5,Keon Johnson, G
Brooklyn Nets ,37,1,16.0,7.5,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,1.4,Day'Ron Sharpe, C
Brooklyn Nets ,49,6,24.5,7.4,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,2.7,Royce O'Neale PF, PF
Brooklyn Nets ,36,1,20.2,7.4,1.1,2.4,3.5,4.0,1.3,0.3,1.2,2.4,3.3,Dennis Smith Jr., PG
Brooklyn Nets ,11,9,25.8,7.0,2.4,6.3,8.6,6.4,0.8,0.7,2.2,2.5,2.9,Ben Simmons, PG
Brooklyn Nets ,37,0,11.7,5.7,0.9,1.8,2.7,1.5,0.4,0.2,0.7,1.5,2.1,Trendon Watford, PF
Brooklyn Nets ,14,1,13.7,5.4,1.3,1.4,2.6,1.1,0.4,0.1,0.3,1.1,4.0,Jalen Wilson, F
Brooklyn Nets ,6,0,10.2,4.8,1.0,1.0,2.0,0.7,0.0,0.2,0.5,0.8,1.3,Noah Clowney, F
Brooklyn Nets ,10,0,10.4,4.2,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,1.7,Armoni Brooks, G
Brooklyn Nets ,16,0,5.1,3.4,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,1.0,Harry Giles III, F
Brooklyn Nets ,1,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keita Bates-Diop SF, SF
Brooklyn Nets ,2,0,12.0,1.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,INF,Dariq Whitehead, F
Charlotte Hornets ,22,22,32.3,23.9,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,2.1,LaMelo Ball, PG
Charlotte Hornets ,30,30,35.5,23.2,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,3.0,Terry Rozier SG, SG
Charlotte Hornets ,41,39,37.1,21.7,0.9,6.2,7.1,3.3,1.0,0.6,2.0,1.9,1.7,Miles Bridges, SF
Charlotte Hornets ,1,0,26.0,18.0,0.0,1.0,1.0,9.0,0.0,0.0,3.0,1.0,3.0,Vasilije Micic G, G
Charlotte Hornets ,46,40,31.4,16.5,0.8,3.2,4.0,2.3,0.8,0.5,1.7,2.6,1.4,Brandon Miller, F
Charlotte Hornets ,1,0,32.0,15.0,0.0,8.0,8.0,1.0,0.0,0.0,2.0,0.0,0.5,Grant Williams PF, PF
Charlotte Hornets ,25,25,31.9,14.5,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,2.3,Gordon Hayward, SF
Charlotte Hornets ,44,17,29.2,13.6,1.2,4.1,5.3,2.2,0.9,0.7,1.5,2.5,1.5,P.J. Washington PF, PF
Charlotte Hornets ,19,19,26.7,12.7,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,1.3,Mark Williams, C
Charlotte Hornets ,43,30,25.8,9.6,2.6,5.3,7.9,0.9,0.3,1.3,1.1,2.7,0.8,Nick Richards, C
Charlotte Hornets ,1,0,12.0,9.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,INF,Davis Bertans SF, SF
Charlotte Hornets ,1,1,27.0,9.0,1.0,3.0,4.0,9.0,2.0,0.0,2.0,1.0,4.5,Tre Mann PG, PG
Charlotte Hornets ,20,14,26.0,7.6,0.7,2.9,3.6,3.5,1.1,0.6,1.6,1.8,2.2,Cody Martin, SF
Charlotte Hornets ,36,0,15.9,6.6,0.4,1.1,1.5,1.3,0.2,0.2,0.9,1.3,1.5,Nick Smith Jr., G
Charlotte Hornets ,42,13,16.7,5.7,0.4,1.5,1.9,1.0,0.4,0.1,0.6,1.5,1.6,Bryce McGowens, G
Charlotte Hornets ,13,1,15.4,4.2,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,1.9,Theo Maledon PG, PG
Charlotte Hornets ,14,0,5.8,3.6,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.0,James Bouknight, SG
Charlotte Hornets ,43,5,17.2,3.2,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.1,Ish Smith, PG
Charlotte Hornets ,42,1,13.7,3.0,0.9,1.7,2.6,0.4,0.2,0.4,0.3,1.0,1.5,JT Thor, F
Charlotte Hornets ,1,0,20.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,Seth Curry SG, SG
Charlotte Hornets ,22,3,9.9,2.3,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,3.6,Leaky Black, F
Charlotte Hornets ,3,0,5.0,1.7,0.7,0.0,0.7,0.3,0.0,0.0,0.3,0.0,1.0,Amari Bailey, G
Charlotte Hornets ,25,0,12.3,1.3,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,0.6,Nathan Mensah, C
Charlotte Hornets ,5,0,8.6,1.0,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,4.0,Frank Ntilikina, PG
Chicago Bulls ,51,51,37.6,22.5,0.6,3.5,4.1,5.2,1.2,0.6,1.5,2.2,3.4,DeMar DeRozan, SF
Chicago Bulls ,25,23,34.9,19.5,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,1.9,Zach LaVine, SG
Chicago Bulls ,53,53,36.3,19.3,0.5,4.2,4.7,5.2,0.7,0.2,2.2,2.3,2.4,Coby White, PG
Chicago Bulls ,48,46,34.4,17.5,2.7,7.9,10.6,3.5,0.7,0.9,1.5,2.5,2.4,Nikola Vucevic, C
Chicago Bulls ,43,30,27.3,10.0,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,1.2,Patrick Williams, PF
Chicago Bulls ,46,34,27.1,9.8,1.0,2.8,3.8,2.8,1.3,1.2,1.4,2.5,2.0,Alex Caruso, SG
Chicago Bulls ,51,12,25.0,9.7,0.6,1.9,2.5,2.2,0.8,0.5,1.0,2.1,2.1,Ayo Dosunmu, SG
Chicago Bulls ,53,8,16.5,8.1,3.4,5.1,8.5,0.5,1.1,0.6,1.1,1.7,0.5,Andre Drummond, C
Chicago Bulls ,31,7,20.8,5.9,1.7,2.9,4.7,1.0,0.6,0.4,0.6,2.3,1.7,Torrey Craig, SF
Chicago Bulls ,50,0,13.6,5.1,0.1,0.6,0.7,1.2,0.5,0.2,0.5,1.0,2.2,Jevon Carter, PG
Chicago Bulls ,3,0,3.7,2.7,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,0.0,Adama Sanogo, C
Chicago Bulls ,33,1,9.8,2.4,0.3,1.3,1.6,1.2,0.3,0.2,0.5,1.3,2.4,Dalen Terry, F
Chicago Bulls ,18,0,7.3,1.8,0.8,0.7,1.5,0.3,0.2,0.1,0.4,0.7,0.9,Terry Taylor, F
Chicago Bulls ,29,0,6.6,1.6,0.2,0.4,0.7,0.3,0.0,0.2,0.2,1.0,1.1,Julian Phillips, F
Chicago Bulls ,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Onuralp Bitim, SF
Cleveland Cavaliers ,42,42,35.3,28.2,1.0,4.5,5.4,6.3,1.9,0.5,2.8,2.1,2.2,Donovan Mitchell, SG
Cleveland Cavaliers ,27,27,31.9,18.3,0.5,1.9,2.4,5.8,1.4,0.1,3.4,1.4,1.7,Darius Garland, PG
Cleveland Cavaliers ,28,28,31.4,15.9,2.4,7.8,10.3,2.9,0.8,1.4,2.0,2.9,1.4,Evan Mobley, PF
Cleveland Cavaliers ,46,46,30.5,15.5,3.6,7.1,10.6,2.8,0.8,1.2,1.8,2.3,1.5,Jarrett Allen, C
Cleveland Cavaliers ,41,1,27.6,14.7,0.5,3.1,3.6,4.3,1.0,0.4,1.5,1.7,2.8,Caris LeVert, SG
Cleveland Cavaliers ,51,51,32.4,12.3,0.8,4.2,5.0,3.7,0.9,0.5,1.5,2.5,2.5,Max Strus, SG
Cleveland Cavaliers ,51,1,21.8,9.1,0.3,3.3,3.6,1.3,0.2,0.2,0.7,2.4,1.7,Georges Niang, SF
Cleveland Cavaliers ,42,24,26.3,8.8,1.2,2.0,3.1,1.9,0.9,0.5,0.8,2.0,2.3,Isaac Okoro, SF
Cleveland Cavaliers ,36,0,15.8,8.3,0.4,1.4,1.8,1.5,0.4,0.0,0.3,1.2,5.0,Sam Merrill, SG
Cleveland Cavaliers ,32,5,14.7,6.5,0.5,2.0,2.5,2.8,0.5,0.4,1.0,0.9,2.8,Craig Porter, G
Cleveland Cavaliers ,44,30,21.1,5.6,0.8,3.5,4.3,0.8,0.8,0.4,0.4,1.9,1.9,Dean Wade, PF
Cleveland Cavaliers ,36,0,12.4,3.8,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,1.7,Tristan Thompson, C
Cleveland Cavaliers ,2,0,7.5,2.0,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,3.0,Ty Jerome, SG
Cleveland Cavaliers ,25,0,6.0,1.8,0.4,1.0,1.3,0.5,0.1,0.4,0.4,0.6,1.3,Damian Jones, C
Cleveland Cavaliers ,10,0,7.6,1.8,0.1,0.9,1.0,0.6,0.1,0.2,0.1,0.5,6.0,Emoni Bates, F
Cleveland Cavaliers ,3,0,4.7,1.7,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,4.0,Isaiah Mobley, F
Cleveland Cavaliers ,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pete Nance, F
Dallas Mavericks ,45,45,37.6,34.5,0.8,8.0,8.8,9.4,1.4,0.6,3.9,2.0,2.4,Luka Doncic, PG
Dallas Mavericks ,31,31,33.6,25.2,0.7,4.3,5.0,5.5,1.3,0.4,1.6,1.9,3.3,Kyrie Irving, PG
Dallas Mavericks ,1,0,17.0,19.0,4.0,5.0,9.0,0.0,0.0,1.0,0.0,2.0,0.0,Daniel Gafford C, C
Dallas Mavericks ,50,10,30.0,17.7,0.3,3.3,3.6,1.7,0.5,0.0,0.9,1.5,1.8,Tim Hardaway Jr., SF
Dallas Mavericks ,1,0,24.0,14.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,3.0,0.5,P.J. Washington PF, PF
Dallas Mavericks ,48,47,25.7,9.9,1.1,2.6,3.7,1.1,0.8,0.8,0.9,1.9,1.1,Derrick Jones Jr., SF
Dallas Mavericks ,32,14,19.7,9.2,0.6,2.2,2.8,2.8,0.6,0.2,0.8,1.6,3.4,Dante Exum, G
Dallas Mavericks ,36,35,26.0,9.2,2.9,5.0,7.9,1.3,0.6,1.4,1.2,3.1,1.1,Dereck Lively II, C
Dallas Mavericks ,40,23,27.5,9.0,0.6,2.7,3.3,2.6,0.8,0.2,1.1,2.0,2.3,Josh Green, SG
Dallas Mavericks ,47,33,26.4,8.1,1.0,2.6,3.6,1.7,0.5,0.6,1.1,2.9,1.5,Grant Williams PF, PF
Dallas Mavericks ,48,6,15.6,8.1,0.3,1.7,2.0,1.7,0.4,0.1,0.8,1.2,2.2,Jaden Hardy, G
Dallas Mavericks ,18,7,21.5,5.7,0.8,2.7,3.6,1.9,0.4,0.8,0.9,2.2,2.1,Maxi Kleber, PF
Dallas Mavericks ,4,0,7.5,5.5,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,1.3,Dexter Dennis, G
Dallas Mavericks ,36,3,12.7,4.3,0.4,1.0,1.4,0.8,0.5,0.1,0.4,0.9,1.9,Seth Curry SG, SG
Dallas Mavericks ,46,8,15.6,4.2,1.8,2.2,3.9,1.6,0.5,0.4,0.6,2.2,2.7,Dwight Powell, C
Dallas Mavericks ,25,0,9.0,4.1,0.4,0.8,1.2,0.5,0.4,0.1,0.4,0.8,1.3,A.J. Lawson, G
Dallas Mavericks ,23,2,10.3,3.4,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,1.3,Richaun Holmes, F
Dallas Mavericks ,28,0,8.9,2.8,0.6,1.5,2.1,0.7,0.1,0.1,0.1,0.6,4.8,Olivier-Maxence Prosper, F
Dallas Mavericks ,17,1,9.2,2.6,0.2,1.5,1.8,0.6,0.3,0.1,0.5,0.6,1.2,Markieff Morris, PF
Dallas Mavericks ,6,0,6.7,2.5,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,1.0,Greg Brown III, PF
Dallas Mavericks ,10,0,5.4,2.4,0.3,0.4,0.7,1.2,0.1,0.1,0.3,0.1,4.0,Brandon Williams, G
Denver Nuggets ,51,51,33.8,26.2,3.0,9.1,12.2,9.0,1.2,0.9,3.0,2.5,3.0,Nikola Jokic, C
Denver Nuggets ,39,39,31.8,20.9,0.7,3.3,4.0,6.6,0.8,0.7,2.0,1.9,3.3,Jamal Murray, PG
Denver Nuggets ,52,52,31.5,16.0,1.3,5.7,7.0,1.4,0.4,0.8,1.1,1.9,1.3,Michael Porter Jr., SF
Denver Nuggets ,47,47,31.8,13.6,2.5,4.0,6.5,3.1,0.8,0.7,1.3,1.9,2.3,Aaron Gordon, PF
Denver Nuggets ,53,14,23.0,10.9,0.4,1.7,2.1,3.9,0.6,0.2,1.3,1.9,2.9,Reggie Jackson, PG
Denver Nuggets ,49,49,32.4,10.2,0.4,1.9,2.3,2.3,1.3,0.5,1.0,2.0,2.3,Kentavious Caldwell-Pope, SG
Denver Nuggets ,53,0,18.9,7.0,0.8,2.6,3.5,1.4,0.4,0.4,0.7,1.5,2.1,Christian Braun, G
Denver Nuggets ,51,4,18.3,7.0,0.6,2.2,2.9,1.0,0.6,0.9,0.7,1.8,1.6,Peyton Watson, F
Denver Nuggets ,34,0,14.1,5.9,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,2.2,Julian Strawther, G
Denver Nuggets ,28,1,11.5,4.2,1.7,3.0,4.7,0.7,0.2,0.5,0.7,1.7,1.1,DeAndre Jordan, C
Denver Nuggets ,30,8,14.0,3.6,0.2,1.0,1.2,1.0,0.6,0.1,0.2,1.3,4.1,Justin Holiday, SF
Denver Nuggets ,38,0,9.6,3.2,1.1,1.0,2.1,0.6,0.2,0.5,0.6,1.5,1.0,Zeke Nnaji, PF
Denver Nuggets ,16,0,6.6,2.2,0.1,0.3,0.4,0.6,0.3,0.0,0.3,0.8,2.0,Collin Gillespie, G
Denver Nuggets ,16,0,6.1,2.1,0.1,0.6,0.7,0.8,0.2,0.0,0.4,0.5,2.0,Jalen Pickett, G
Denver Nuggets ,8,0,2.8,1.3,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,1.0,Jay Huff, C
Denver Nuggets ,14,0,3.2,1.1,0.1,0.6,0.7,0.6,0.1,0.0,0.1,0.3,8.0,Braxton Key, F
