TEAM,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PLAYERS,POS
Denver Nuggets ,9,0,3.0,0.2,0.0,0.7,0.7,0.1,0.0,0.0,0.2,0.7,0.5,Hunter Tyson, F
Detroit Pistons ,42,42,34.4,22.4,0.4,3.6,4.0,7.5,1.0,0.3,3.6,2.7,2.1,Cade Cunningham, PG
Detroit Pistons ,28,27,32.9,20.2,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2.0,1.1,Bojan Bogdanovic SF, SF
Detroit Pistons ,1,0,32.0,20.0,2.0,7.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,Simone Fontecchio F, F
Detroit Pistons ,48,32,27.9,15.5,1.4,2.5,3.9,3.7,0.7,0.6,2.5,2.8,1.5,Jaden Ivey, PG
Detroit Pistons ,37,36,30.4,14.3,3.4,8.8,12.2,2.5,0.4,0.8,2.0,3.3,1.3,Jalen Duren, C
Detroit Pistons ,43,0,21.0,12.6,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,2.1,Alec Burks SG, SG
Detroit Pistons ,35,34,30.6,11.0,1.8,5.0,6.8,1.7,0.4,0.8,1.5,2.5,1.1,Isaiah Stewart, C
Detroit Pistons ,26,10,18.4,10.2,1.8,2.8,4.5,1.0,0.2,0.5,1.1,1.5,0.9,Marvin Bagley III PF, PF
Detroit Pistons ,6,0,15.0,8.7,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,12.0,Danilo Gallinari PF, PF
Detroit Pistons ,52,27,23.8,8.3,2.2,4.4,6.6,1.9,1.0,0.9,1.3,2.8,1.4,Ausar Thompson, F
Detroit Pistons ,1,0,19.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,INF,Troy Brown Jr. SF, SF
Detroit Pistons ,47,0,16.2,7.8,0.1,1.4,1.5,2.9,0.5,0.2,0.9,1.4,3.1,Marcus Sasser, G
Detroit Pistons ,31,11,18.1,7.2,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,1.0,Kevin Knox II, SF
Detroit Pistons ,42,31,24.0,6.9,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,4.0,Killian Hayes, PG
Detroit Pistons ,33,0,13.9,5.7,1.4,2.5,3.9,0.6,0.1,0.6,0.8,1.9,0.7,James Wiseman, C
Detroit Pistons ,17,0,11.2,5.2,0.2,1.6,1.8,0.5,0.2,0.3,0.6,1.6,0.8,Stanley Umude, G
Detroit Pistons ,23,6,20.4,5.0,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,1.6,Isaiah Livers, PF
Detroit Pistons ,6,0,11.3,4.5,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.0,Monte Morris, PG
Detroit Pistons ,1,0,12.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,Shake Milton SG, SG
Detroit Pistons ,11,4,13.8,3.8,0.7,1.6,2.4,0.7,0.1,0.5,0.2,1.1,4.0,Mike Muscala C, C
Detroit Pistons ,6,0,7.0,2.5,0.2,0.7,0.8,0.7,0.0,0.3,0.5,0.7,1.3,Jared Rhoden, G
Detroit Pistons ,16,0,10.6,2.4,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.5,Joe Harris, SF
Detroit Pistons ,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malcolm Cazalon, G
Golden State Warriors ,47,47,33.4,28.1,0.5,3.9,4.4,4.8,0.8,0.4,3.0,1.8,1.6,Stephen Curry, PG
Golden State Warriors ,47,47,30.6,16.9,0.5,2.9,3.4,2.3,0.6,0.6,1.6,1.9,1.5,Klay Thompson, SG
Golden State Warriors ,49,23,25.4,15.6,1.2,3.4,4.7,1.8,0.7,0.4,1.6,2.2,1.1,Jonathan Kuminga, PF
Golden State Warriors ,45,34,27.0,12.4,1.6,2.7,4.3,1.6,0.5,0.5,1.2,2.3,1.3,Andrew Wiggins, SF
Golden State Warriors ,48,9,19.8,9.9,1.3,3.9,5.2,2.5,0.6,0.2,1.3,2.1,2.0,Dario Saric, PF
Golden State Warriors ,44,13,26.2,9.5,1.5,4.3,5.8,3.7,0.9,0.2,1.2,2.0,3.1,Brandin Podziemski, G
Golden State Warriors ,26,23,26.8,9.1,1.3,5.2,6.5,6.2,0.7,0.9,2.6,3.1,2.4,Draymond Green, PF
Golden State Warriors ,32,11,27.6,8.9,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,6.1,Chris Paul, PG
Golden State Warriors ,37,4,17.8,8.5,1.1,1.9,3.0,0.9,0.7,0.4,0.7,1.3,1.2,Moses Moody, SG
Golden State Warriors ,38,3,13.1,6.4,1.6,2.5,4.1,0.9,0.3,0.8,0.7,1.6,1.3,Trayce Jackson-Davis, F
Golden State Warriors ,17,0,16.2,5.8,1.1,2.0,3.1,0.9,1.1,0.4,0.6,1.8,1.5,Gary Payton II, SG
Golden State Warriors ,50,36,18.5,5.1,2.3,4.2,6.6,2.2,0.5,0.4,0.8,2.4,2.8,Kevon Looney, F
Golden State Warriors ,16,0,12.8,5.1,0.8,1.7,2.5,1.1,0.2,0.1,0.7,1.5,1.5,Lester Quinones, G
Golden State Warriors ,11,0,9.7,4.1,1.0,1.7,2.7,0.6,0.2,0.2,0.3,1.3,2.3,Gui Santos, F
Golden State Warriors ,26,0,11.4,2.4,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,3.5,Cory Joseph, PG
Golden State Warriors ,9,0,3.3,0.4,0.1,0.2,0.3,0.2,0.0,0.1,0.0,0.1,INF,Jerome Robinson, SG
Golden State Warriors ,2,0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,INF,Usman Garuba, PF
Houston Rockets ,51,51,32.4,21.3,2.8,6.5,9.3,5.0,1.1,0.7,2.6,3.3,1.9,Alperen Sengun, C
Houston Rockets ,52,52,30.8,18.3,0.4,4.4,4.9,3.4,0.7,0.3,2.3,1.3,1.5,Jalen Green, SG
Houston Rockets ,47,47,36.7,16.5,0.4,3.4,3.7,8.2,1.1,1.0,1.6,2.2,5.1,Fred VanVleet, PG
Houston Rockets ,43,43,31.2,13.9,0.7,2.7,3.3,1.6,0.9,0.1,1.4,3.6,1.1,Dillon Brooks, SF
Houston Rockets ,47,47,31.4,13.2,2.0,6.4,8.3,1.4,0.7,0.8,1.3,2.7,1.1,Jabari Smith Jr., PF
Houston Rockets ,28,1,17.0,11.9,0.7,3.0,3.6,0.5,0.6,0.2,0.8,1.4,0.6,Cam Whitmore, F
Houston Rockets ,22,0,21.8,9.8,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,1.4,Tari Eason, F
Houston Rockets ,33,4,18.2,7.2,1.4,3.7,5.1,2.4,1.0,0.4,1.5,2.2,1.6,Amen Thompson, F
Houston Rockets ,49,1,17.5,6.8,0.2,1.6,1.8,1.9,0.6,0.1,0.8,1.6,2.4,Aaron Holiday, G
Houston Rockets ,50,5,17.0,6.4,0.6,1.6,2.2,0.8,0.2,0.5,0.8,1.5,1.1,Jeff Green, PF
Houston Rockets ,49,9,17.6,4.4,1.0,2.3,3.3,1.1,0.7,0.2,0.4,2.4,2.7,Jae'Sean Tate, SF
Houston Rockets ,8,0,7.9,4.1,0.9,0.1,1.0,0.4,0.3,0.0,0.1,1.0,3.0,Nate Williams, G
Houston Rockets ,9,0,5.3,2.6,0.7,1.8,2.4,0.4,0.0,0.1,0.2,0.4,2.0,Boban Marjanovic, C
Houston Rockets ,22,0,9.4,2.5,0.1,1.4,1.5,0.5,0.2,0.1,0.2,0.5,2.0,Reggie Bullock Jr., SF
Houston Rockets ,29,0,9.3,2.3,1.3,1.0,2.2,0.6,0.2,0.4,0.4,0.9,1.5,Jock Landale, C
Houston Rockets ,10,0,4.3,2.1,0.2,0.7,0.9,0.4,0.1,0.1,0.2,0.8,2.0,Nate Hinton, G
Houston Rockets ,11,0,4.8,1.6,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,INF,Jermaine Samuels Jr., F
Indiana Pacers ,41,40,31.9,22.1,0.6,3.2,3.9,11.7,1.0,0.7,2.4,1.0,4.9,Tyrese Haliburton, PG
Indiana Pacers ,13,13,32.9,21.5,2.2,4.8,7.0,4.7,0.8,0.2,1.9,2.8,2.4,Pascal Siakam PF, PF
Indiana Pacers ,51,51,27.3,17.1,1.6,5.4,6.9,1.4,0.5,1.7,1.5,3.3,0.9,Myles Turner, C
Indiana Pacers ,51,15,25.7,14.4,1.0,2.9,3.9,1.9,0.5,0.2,1.7,1.9,1.1,Bennedict Mathurin, SG
Indiana Pacers ,49,24,27.2,12.6,1.0,3.0,3.9,1.4,1.1,0.7,1.0,3.4,1.5,Aaron Nesmith, SF
Indiana Pacers ,33,33,29.7,12.1,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,2.4,Bruce Brown SF, SF
Indiana Pacers ,52,28,25.7,12.0,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,2.2,Buddy Hield SG, SG
Indiana Pacers ,38,13,18.1,10.8,1.6,4.0,5.6,1.0,0.3,0.7,0.8,2.3,1.3,Jalen Smith, PF
Indiana Pacers ,54,28,22.5,10.7,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.9,1.8,Obi Toppin, PF
Indiana Pacers ,40,19,22.4,8.9,0.6,1.2,1.8,4.5,0.8,0.1,1.8,2.0,2.6,Andrew Nembhard, PG
Indiana Pacers ,43,4,17.4,8.3,0.5,2.1,2.6,5.6,1.0,0.1,1.5,1.1,3.8,T.J. McConnell, PG
Indiana Pacers ,41,2,13.2,6.7,1.5,2.6,4.1,0.9,0.6,1.1,0.7,2.7,1.2,Isaiah Jackson, SF
Indiana Pacers ,18,0,10.2,5.2,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,1.5,Jordan Nwora SF, SF
Indiana Pacers ,17,0,10.2,4.4,0.5,1.2,1.7,1.2,0.5,0.4,0.6,1.0,2.0,Jarace Walker, F
Indiana Pacers ,6,0,5.7,3.5,1.0,1.0,2.0,0.3,0.3,0.0,0.0,0.2,INF,Oscar Tshiebwe, C
Indiana Pacers ,31,0,10.7,3.1,0.2,1.0,1.3,0.8,0.5,0.0,0.2,1.3,4.0,Ben Sheppard, G
Indiana Pacers ,1,0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Daniel Theis C, C
Indiana Pacers ,5,0,4.0,2.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.8,INF,Kendall Brown, SG
Indiana Pacers ,5,0,4.8,0.8,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,2.5,James Johnson, PF
Indiana Pacers ,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Doug McDermott SF, SF
LA Clippers ,47,47,34.4,24.2,1.1,5.1,6.2,3.8,1.7,0.9,1.6,1.5,2.4,Kawhi Leonard, SF
LA Clippers ,48,48,33.8,22.5,0.6,4.8,5.3,3.6,1.6,0.4,2.1,2.9,1.7,Paul George, F
LA Clippers ,46,46,34.5,17.3,0.4,4.7,5.1,8.5,1.2,0.9,2.6,2.1,3.2,James Harden, SG
LA Clippers ,51,0,25.3,13.4,0.2,2.4,2.6,1.0,0.5,0.4,0.8,1.8,1.2,Norman Powell, G
LA Clippers ,41,41,26.6,12.0,3.1,6.3,9.4,1.2,0.2,1.3,1.1,2.7,1.1,Ivica Zubac, C
LA Clippers ,51,10,22.9,11.3,1.5,4.0,5.5,4.6,1.1,0.4,2.1,1.8,2.2,Russell Westbrook, PG
LA Clippers ,45,41,24.9,7.5,1.2,2.0,3.1,1.7,0.6,0.2,0.6,1.9,2.9,Terance Mann, SG
LA Clippers ,21,9,18.1,6.7,1.5,4.4,6.0,1.1,0.3,0.4,0.6,1.5,1.8,Mason Plumlee, C
LA Clippers ,38,1,17.3,6.5,1.5,2.2,3.8,1.1,0.5,0.9,0.7,2.4,1.5,Daniel Theis C, C
LA Clippers ,19,2,13.2,6.2,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,1.4,Bones Hyland, PG
LA Clippers ,39,7,17.6,6.0,0.3,1.3,1.6,0.7,0.5,0.2,0.4,1.2,1.9,Amir Coffey, SG
LA Clippers ,2,0,15.5,5.0,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,0.5,KJ Martin F, F
LA Clippers ,14,0,7.5,3.9,0.5,0.5,1.0,0.4,0.1,0.1,0.4,1.0,1.0,Brandon Boston Jr., SG
LA Clippers ,3,3,23.0,3.0,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,INF,Robert Covington PF, PF
LA Clippers ,10,0,5.8,2.7,1.4,0.6,2.0,0.4,0.4,0.0,0.2,0.4,2.0,Moussa Diabate, F
LA Clippers ,3,0,18.0,2.7,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,5.0,Nicolas Batum PF, PF
LA Clippers ,1,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Joshua Primo, G
LA Clippers ,31,0,8.8,1.9,0.3,1.1,1.4,0.5,0.2,0.1,0.2,1.3,3.4,Kobe Brown, G
LA Clippers ,4,0,4.0,1.8,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.5,0.0,Jordan Miller, G
LA Clippers ,12,0,14.4,1.2,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,4.0,P.J. Tucker PF, PF
LA Clippers ,2,0,6.0,1.0,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,3.0,Xavier Moon, G
Los Angeles Lakers ,48,48,35.0,24.8,0.9,6.4,7.3,7.8,1.3,0.6,3.2,1.2,2.4,LeBron James, SF
Los Angeles Lakers ,50,50,35.8,24.7,3.0,9.0,12.1,3.9,1.2,2.4,2.1,2.4,1.9,Anthony Davis, PF
Los Angeles Lakers ,49,42,31.2,17.5,0.4,2.3,2.7,6.2,0.8,0.5,1.9,2.1,3.2,D'Angelo Russell, PG
Los Angeles Lakers ,54,29,31.0,15.7,0.7,3.2,3.9,5.4,0.9,0.2,2.1,1.9,2.6,Austin Reaves, SG
Los Angeles Lakers ,40,11,23.9,11.3,0.8,3.0,3.7,1.1,0.7,0.3,0.8,1.4,1.4,Rui Hachimura, PF
Los Angeles Lakers ,51,47,30.2,9.6,0.2,2.7,2.9,1.7,0.9,0.5,0.9,2.2,1.8,Taurean Prince, PF
Los Angeles Lakers ,48,1,17.5,7.0,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,1.0,Christian Wood, F
Los Angeles Lakers ,35,26,23.3,6.7,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,1.6,Cam Reddish, SF
Los Angeles Lakers ,5,0,25.4,5.4,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,7.5,Gabe Vincent, PG
Los Angeles Lakers ,29,6,20.0,5.2,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,1.3,Jarred Vanderbilt, PF
Los Angeles Lakers ,43,7,17.2,5.0,0.2,2.4,2.6,1.0,0.4,0.3,0.7,1.2,1.4,Max Christie, G
Los Angeles Lakers ,43,3,11.0,3.7,0.8,1.5,2.2,0.4,0.5,0.4,0.5,1.7,0.9,Jaxson Hayes, C
Los Angeles Lakers ,5,0,6.4,3.2,0.8,1.0,1.8,0.6,0.0,0.0,0.2,1.2,3.0,Colin Castleton, C
Los Angeles Lakers ,7,0,7.7,2.3,0.1,0.4,0.6,1.1,0.4,0.1,0.1,0.6,8.0,Skylar Mays SG, SG
Los Angeles Lakers ,4,0,3.0,2.3,0.0,0.5,0.5,0.8,0.0,0.0,0.0,0.3,INF,Dylan Windler G, G
Los Angeles Lakers ,7,0,5.9,2.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,5.0,D'Moi Hodge, G
Los Angeles Lakers ,16,0,5.9,1.7,0.1,0.6,0.7,0.5,0.2,0.1,0.5,0.7,1.0,Jalen Hood-Schifino, G
Los Angeles Lakers ,4,0,3.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,0.0,Alex Fudge, F
Los Angeles Lakers ,18,0,3.7,0.4,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.6,Maxwell Lewis, F
Memphis Grizzlies ,9,9,35.3,25.1,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,2.7,Ja Morant, PG
Memphis Grizzlies ,37,37,34.5,24.4,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,2.0,Desmond Bane, SG
Memphis Grizzlies ,49,49,31.8,22.3,1.2,4.3,5.5,2.1,1.0,1.6,2.3,3.6,0.9,Jaren Jackson Jr., PF
Memphis Grizzlies ,20,20,30.3,14.5,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,1.4,Marcus Smart, PG
Memphis Grizzlies ,7,3,22.3,11.1,0.9,2.6,3.4,4.3,1.1,0.4,2.1,2.6,2.0,Scotty Pippen Jr., G
Memphis Grizzlies ,41,15,24.6,10.7,1.2,4.5,5.7,2.0,0.7,0.7,1.1,1.5,1.8,Santi Aldama, PF
Memphis Grizzlies ,25,10,24.4,10.5,0.4,2.6,3.0,3.1,0.4,0.0,1.0,1.1,3.1,Luke Kennard, SG
Memphis Grizzlies ,21,1,18.7,10.1,1.0,2.4,3.4,0.9,0.6,0.6,0.8,1.0,1.1,GG Jackson, F
Memphis Grizzlies ,41,22,26.0,9.3,1.2,4.2,5.5,2.6,0.8,0.6,1.3,2.5,1.9,Vince Williams Jr., G
Memphis Grizzlies ,20,7,17.4,8.6,0.4,1.6,1.9,3.4,0.4,0.1,1.3,1.0,2.7,Derrick Rose, PG
Memphis Grizzlies ,48,13,23.2,8.4,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,1.4,David Roddy, F
Memphis Grizzlies ,44,9,18.8,7.7,0.7,2.7,3.4,1.5,0.6,0.2,1.3,1.7,1.1,Ziaire Williams, F
Memphis Grizzlies ,34,13,20.6,6.0,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,2.0,Xavier Tillman, F
Memphis Grizzlies ,9,1,17.3,5.7,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,3.2,Jaylen Nowell, SG
Memphis Grizzlies ,3,0,18.7,5.7,1.3,0.7,2.0,1.0,0.0,0.3,0.0,0.7,INF,Matt Hurt, F
Memphis Grizzlies ,30,27,23.9,5.2,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,1.3,Bismack Biyombo, C
Memphis Grizzlies ,36,14,17.8,4.8,0.2,0.9,1.2,3.5,0.7,0.1,0.8,1.0,4.5,Jacob Gilyard, G
Memphis Grizzlies ,5,2,19.8,4.8,2.2,1.6,3.8,0.8,0.6,1.2,0.8,3.0,1.0,Trey Jemison C, C
Memphis Grizzlies ,42,13,19.5,3.8,1.2,3.1,4.4,1.8,0.8,0.9,0.6,1.2,2.8,John Konchar, SG
Memphis Grizzlies ,11,0,11.1,3.6,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,1.5,Jake LaRavia, F
Memphis Grizzlies ,15,0,6.6,2.6,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.3,Kenneth Lofton Jr. F, F
Memphis Grizzlies ,4,0,18.5,2.5,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,6.0,Tosan Evbuomwan, F
Memphis Grizzlies ,3,0,2.0,0.7,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.0,Shaquille Harrison, G
Miami Heat ,37,37,33.9,21.4,2.0,3.4,5.5,4.6,1.3,0.3,1.7,1.1,2.7,Jimmy Butler, SF
Miami Heat ,33,33,33.6,21.0,0.5,4.8,5.3,4.3,0.9,0.1,2.2,1.5,2.0,Tyler Herro, PG
Miami Heat ,43,43,34.5,20.3,2.2,8.3,10.6,4.0,1.0,1.0,2.4,2.5,1.7,Bam Adebayo, C
Miami Heat ,48,17,27.3,13.0,0.2,2.2,2.4,2.8,0.6,0.2,1.4,2.3,2.0,Duncan Robinson, F
Miami Heat ,47,16,29.4,12.9,1.2,2.6,3.8,2.6,1.1,0.2,1.7,2.4,1.5,Jaime Jaquez Jr., G
