TEAM,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,PLAYERS,POS
Philadelphia 76ers ,36,0,10.0,3.0,0.3,1.1,1.3,0.6,0.4,0.1,0.4,1.4,1.5,KJ Martin F, F
Philadelphia 76ers ,35,0,8.6,2.5,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,Furkan Korkmaz, SG
Philadelphia 76ers ,3,3,22.0,2.0,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,0.0,P.J. Tucker PF, PF
Philadelphia 76ers ,2,0,4.5,1.0,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,Kenneth Lofton Jr. F, F
Philadelphia 76ers ,2,0,9.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,INF,Danny Green, F
Philadelphia 76ers ,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Javonte Smart, G
Philadelphia 76ers ,1,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Filip Petrusev PF, PF
Phoenix Suns ,46,46,37.1,28.3,0.5,6.0,6.5,5.7,0.9,1.3,3.2,1.8,1.8,Kevin Durant, PF
Phoenix Suns ,43,43,36.1,28.0,0.7,4.0,4.7,7.1,0.9,0.4,2.6,3.0,2.7,Devin Booker, SG
Phoenix Suns ,29,29,33.6,18.7,0.9,3.5,4.4,4.7,0.9,0.3,2.5,2.7,1.8,Bradley Beal, SG
Phoenix Suns ,47,47,32.9,12.8,0.6,3.4,4.0,3.1,0.9,0.6,1.3,2.1,2.3,Grayson Allen, SG
Phoenix Suns ,45,21,29.8,12.3,0.3,1.8,2.1,2.2,0.9,0.5,1.3,1.3,1.8,Eric Gordon, SG
Phoenix Suns ,50,50,27.4,11.9,2.6,7.6,10.2,3.7,1.0,1.0,2.1,3.4,1.8,Jusuf Nurkic, C
Phoenix Suns ,47,3,16.2,5.7,1.3,3.0,4.3,1.0,0.4,0.8,1.0,1.7,1.0,Drew Eubanks, PF
Phoenix Suns ,47,11,17.6,5.0,1.3,1.5,2.8,1.1,0.9,0.4,0.5,1.3,2.2,Josh Okogie, SF
Phoenix Suns ,37,5,12.1,5.0,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,0.7,Chimezie Metu, PF
Phoenix Suns ,40,0,14.0,5.0,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,2.7,Jordan Goodwin, G
Phoenix Suns ,39,8,15.3,4.5,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,2.6,Keita Bates-Diop SF, SF
Phoenix Suns ,30,2,13.3,4.3,0.5,1.7,2.2,0.6,0.3,0.3,0.4,1.2,1.6,Nassir Little, SF
Phoenix Suns ,16,0,8.8,3.9,0.7,2.0,2.7,0.5,0.3,0.6,0.6,0.9,0.9,Bol Bol, C
Phoenix Suns ,29,0,13.2,3.6,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,0.6,Yuta Watanabe, SF
Phoenix Suns ,1,0,11.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,Royce O'Neale PF, PF
Phoenix Suns ,13,0,7.9,2.7,0.8,1.5,2.4,0.2,0.0,0.5,0.3,1.3,0.8,Udoka Azubuike, C
Phoenix Suns ,12,0,6.3,2.6,0.4,0.6,1.0,1.0,0.3,0.3,0.4,0.5,2.4,Saben Lee, G
Phoenix Suns ,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Theo Maledon PG, PG
Portland Trail Blazers ,29,29,33.6,23.4,0.5,3.0,3.5,5.3,0.5,0.1,2.5,2.0,2.1,Anfernee Simons, SG
Portland Trail Blazers ,45,45,34.0,21.9,0.7,3.1,3.8,2.7,0.7,0.7,2.0,2.2,1.3,Jerami Grant, SF
Portland Trail Blazers ,32,25,33.1,15.9,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,1.3,Shaedon Sharpe, SG
Portland Trail Blazers ,39,25,28.7,15.7,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,3.6,Malcolm Brogdon, PG
Portland Trail Blazers ,35,35,32.0,13.9,3.1,7.3,10.4,1.7,1.0,0.8,1.8,2.2,0.9,Deandre Ayton, C
Portland Trail Blazers ,41,15,26.7,12.8,0.9,2.1,3.0,4.6,0.6,0.2,3.0,3.0,1.5,Scoot Henderson, G
Portland Trail Blazers ,1,0,25.0,12.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,1.5,Dalano Banton G, G
Portland Trail Blazers ,38,11,17.6,9.1,1.4,2.5,3.8,1.2,0.5,0.5,0.8,2.5,1.6,Duop Reath, C
Portland Trail Blazers ,48,14,22.2,8.4,1.9,4.5,6.4,0.8,0.6,0.4,1.0,2.3,0.9,Jabari Walker, F
Portland Trail Blazers ,6,0,19.8,6.8,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,0.7,Robert Williams III, C
Portland Trail Blazers ,51,31,23.8,6.8,1.8,2.9,4.8,1.0,1.0,0.5,1.2,2.5,0.8,Toumani Camara, F
Portland Trail Blazers ,21,5,17.0,6.3,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,4.2,Skylar Mays SG, SG
Portland Trail Blazers ,50,18,23.3,5.5,0.4,1.5,1.9,1.3,1.6,0.8,0.5,1.4,2.4,Matisse Thybulle, SG
Portland Trail Blazers ,2,1,25.5,4.5,0.0,2.0,2.0,3.5,0.5,0.5,1.5,3.5,2.3,Ashton Hagans, G
Portland Trail Blazers ,32,1,13.5,3.7,0.7,1.3,1.9,0.7,0.8,0.2,0.5,0.8,1.4,Kris Murray, F
Portland Trail Blazers ,7,0,6.6,2.9,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,0.0,Ish Wainright, F
Portland Trail Blazers ,16,0,7.4,2.6,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,1.8,Rayan Rupert, G
Portland Trail Blazers ,3,0,3.3,2.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,1.0,Taze Moore, G
Portland Trail Blazers ,9,4,9.1,2.0,2.0,3.1,5.1,0.2,0.2,0.3,0.4,1.2,0.5,Moses Brown, C
Portland Trail Blazers ,6,0,9.5,1.7,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.0,Jamaree Bouyea, G
Portland Trail Blazers ,15,1,12.3,1.7,1.2,1.8,3.0,0.7,0.1,1.3,0.9,2.5,0.8,Ibou Badji, C
Portland Trail Blazers ,16,0,8.8,1.1,0.5,0.6,1.1,0.4,0.3,0.3,0.3,0.6,1.2,Justin Minaya, F
Sacramento Kings ,46,46,35.3,26.4,0.8,3.1,3.9,5.4,1.8,0.4,2.5,2.6,2.2,De'Aaron Fox, PG
Sacramento Kings ,52,52,35.6,19.9,3.2,10.0,13.2,8.3,0.8,0.5,3.3,3.1,2.5,Domantas Sabonis, PF
Sacramento Kings ,51,0,25.6,15.2,0.4,2.4,2.7,5.3,0.6,0.6,2.1,2.0,2.5,Malik Monk, SG
Sacramento Kings ,48,48,32.4,15.2,1.3,4.0,5.3,1.7,1.1,0.6,0.8,2.6,2.1,Keegan Murray, SF
Sacramento Kings ,52,52,29.7,12.1,0.8,2.1,2.9,1.2,0.7,0.2,0.7,1.2,1.7,Harrison Barnes, SF
Sacramento Kings ,50,45,25.0,10.9,0.6,3.0,3.6,2.6,0.7,0.4,0.8,2.2,3.4,Kevin Huerter, SG
Sacramento Kings ,38,0,20.3,7.7,0.9,3.6,4.5,1.2,0.3,0.3,0.6,1.5,2.0,Trey Lyles, PF
Sacramento Kings ,35,0,12.6,5.6,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,1.4,Sasha Vezenkov, F
Sacramento Kings ,39,0,7.9,4.4,0.9,1.9,2.9,0.4,0.2,0.5,0.8,1.1,0.5,JaVale McGee, C
Sacramento Kings ,42,3,13.2,3.9,0.2,0.9,1.1,1.8,0.2,0.0,0.6,1.2,3.0,Davion Mitchell, PG
Sacramento Kings ,36,11,12.9,3.7,0.4,1.4,1.8,0.9,0.5,0.1,0.6,1.7,1.6,Chris Duarte, SG
Sacramento Kings ,31,3,11.9,3.7,0.3,1.0,1.3,1.2,0.5,0.4,0.5,1.4,2.2,Keon Ellis, G
Sacramento Kings ,20,0,8.5,2.6,1.3,1.7,3.0,1.1,0.3,0.4,0.7,1.2,1.7,Alex Len, C
Sacramento Kings ,17,0,7.1,2.2,0.6,0.9,1.5,0.6,0.2,0.1,0.3,0.9,2.0,Colby Jones, G
Sacramento Kings ,6,0,3.7,2.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,Jordan Ford, G
Sacramento Kings ,35,0,5.0,1.6,0.1,0.6,0.8,0.3,0.1,0.1,0.0,0.4,9.0,Kessler Edwards, SF
Sacramento Kings ,2,0,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Filip Petrusev PF, PF
Sacramento Kings ,5,0,3.8,0.8,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,1.0,Jalen Slawson, F
Sacramento Kings ,11,0,4.8,0.6,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,2.0,Juan Toscano-Anderson, F
San Antonio Spurs ,47,47,28.4,20.3,2.1,7.9,10.0,3.1,1.1,3.0,3.4,2.2,0.9,Victor Wembanyama, C
San Antonio Spurs ,48,42,31.8,18.9,0.4,3.3,3.7,3.6,1.0,0.3,1.4,1.0,2.6,Devin Vassell, SG
San Antonio Spurs ,49,26,30.2,16.4,1.4,4.4,5.8,3.0,0.8,0.3,1.6,2.3,1.9,Keldon Johnson, SF
San Antonio Spurs ,41,24,24.4,11.7,1.8,3.7,5.4,3.1,0.5,0.7,2.1,3.3,1.4,Zach Collins, PF
San Antonio Spurs ,53,52,29.5,11.3,1.8,4.3,6.1,3.7,0.7,0.4,1.9,2.3,1.9,Jeremy Sochan, F
San Antonio Spurs ,48,19,26.1,9.8,0.7,2.4,3.1,5.8,1.0,0.1,1.4,1.2,4.0,Tre Jones, PG
San Antonio Spurs ,48,21,20.2,7.8,0.3,1.6,2.0,2.2,0.4,0.1,1.1,1.2,1.9,Malaki Branham, G
San Antonio Spurs ,53,1,18.1,7.3,0.4,2.2,2.6,1.7,0.5,0.2,0.6,1.5,2.6,Cedi Osman, SF
San Antonio Spurs ,46,0,15.2,6.0,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,2.4,Doug McDermott SF, SF
San Antonio Spurs ,46,31,16.7,5.9,0.5,1.9,2.5,1.1,0.6,0.6,0.7,1.1,1.7,Julian Champagnie, F
San Antonio Spurs ,23,1,13.3,4.6,1.4,2.2,3.7,1.1,0.4,0.5,0.2,1.4,5.2,Dominick Barlow, F
San Antonio Spurs ,3,0,5.3,4.0,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,INF,Mamadi Diakite, F
San Antonio Spurs ,32,1,12.3,3.8,0.3,0.9,1.1,2.6,0.6,0.1,0.6,1.6,4.2,Blake Wesley, G
San Antonio Spurs ,10,0,8.8,3.5,0.2,1.1,1.3,1.9,0.3,0.1,0.3,0.4,6.3,Devonte' Graham, PG
San Antonio Spurs ,19,0,10.8,3.3,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,1.4,Charles Bassey, C
San Antonio Spurs ,28,0,6.6,2.6,0.6,1.2,1.8,1.0,0.1,0.3,0.3,0.7,3.4,Sandro Mamukelashvili, PF
San Antonio Spurs ,5,0,6.4,1.2,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.4,0.0,Sidy Cissoko, G
Toronto Raptors ,39,39,34.7,22.2,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,2.3,Pascal Siakam PF, PF
Toronto Raptors ,17,17,34.2,20.8,1.1,5.8,6.9,3.6,0.6,0.4,1.9,2.8,1.9,RJ Barrett SG, SG
Toronto Raptors ,53,53,35.2,20.1,2.3,5.8,8.1,5.9,1.2,1.5,2.6,2.0,2.3,Scottie Barnes, SF
Toronto Raptors ,18,18,32.2,16.8,0.4,3.5,3.9,5.9,0.7,0.1,1.2,1.8,5.0,Immanuel Quickley SG, SG
Toronto Raptors ,27,27,33.3,15.1,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,1.7,OG Anunoby SF, SF
Toronto Raptors ,51,33,30.6,13.7,0.4,2.3,2.7,6.1,0.9,0.2,1.6,2.1,3.8,Dennis Schroder PG, PG
Toronto Raptors ,48,18,26.3,11.7,0.3,1.9,2.2,1.5,1.0,0.1,0.7,1.2,2.2,Gary Trent Jr., SG
Toronto Raptors ,1,0,22.0,11.0,4.0,2.0,6.0,3.0,3.0,1.0,2.0,0.0,1.5,Kelly Olynyk PF, PF
Toronto Raptors ,42,42,26.8,10.8,2.7,5.8,8.5,2.4,0.7,1.5,1.7,3.0,1.4,Jakob Poeltl, C
Toronto Raptors ,12,5,25.6,9.2,1.2,3.3,4.5,1.9,0.9,0.6,1.1,2.2,1.8,Bruce Brown SF, SF
Toronto Raptors ,1,0,19.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,Ochai Agbaji G, G
Toronto Raptors ,25,0,17.5,7.7,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,1.5,Precious Achiuwa PF, PF
Toronto Raptors ,8,0,14.0,7.4,0.6,1.5,2.1,1.5,0.5,0.3,0.9,1.4,1.7,Jordan Nwora SF, SF
Toronto Raptors ,45,0,14.0,6.2,1.2,2.9,4.1,0.4,0.3,0.4,0.5,1.4,0.9,Chris Boucher, PF
Toronto Raptors ,31,0,15.3,5.1,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,2.2,Malachi Flynn PG, PG
Toronto Raptors ,32,1,14.9,5.0,0.4,1.3,1.7,1.2,0.5,0.0,0.6,1.4,1.9,Gradey Dick, G
Toronto Raptors ,23,6,15.2,5.0,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,4.5,Thaddeus Young, PF
Toronto Raptors ,16,5,13.4,4.6,1.1,2.2,3.3,1.8,0.8,0.7,0.6,1.6,3.2,Jontay Porter, C
Toronto Raptors ,32,0,9.0,3.0,0.3,1.0,1.3,0.5,0.3,0.1,0.6,0.9,0.9,Jalen McDaniels, PF
Toronto Raptors ,15,1,11.6,2.6,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,4.0,Otto Porter Jr., SF
Toronto Raptors ,1,0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,INF,Markquis Nowell, G
Toronto Raptors ,16,0,4.3,1.4,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.2,Garrett Temple, SF
Toronto Raptors ,2,0,2.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Javon Freeman-Liberty, G
Toronto Raptors ,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Kira Lewis Jr. PG, PG
Toronto Raptors ,1,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,INF,Ron Harper Jr., F
Utah Jazz ,43,43,32.7,23.7,2.3,6.2,8.5,1.9,0.9,0.5,1.3,2.0,1.5,Lauri Markkanen, PF
Utah Jazz ,53,30,24.4,17.5,0.9,1.7,2.5,4.5,0.7,0.2,1.9,2.0,2.3,Collin Sexton, PG
Utah Jazz ,43,19,30.0,17.3,0.9,2.4,3.4,4.8,0.6,0.1,2.7,1.3,1.8,Jordan Clarkson, PG
Utah Jazz ,49,47,27.8,14.4,2.2,5.9,8.1,1.0,0.6,0.8,1.3,2.8,0.8,John Collins, PF
Utah Jazz ,47,16,24.3,11.3,0.3,2.5,2.8,4.2,0.4,0.1,2.0,1.0,2.1,Keyonte George, G
Utah Jazz ,33,11,20.9,10.6,0.5,2.1,2.5,4.0,1.0,0.3,1.5,1.9,2.6,Talen Horton-Tucker, SG
Utah Jazz ,50,34,23.2,8.9,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,1.4,Simone Fontecchio F, F
Utah Jazz ,45,14,23.2,8.4,2.6,4.9,7.5,0.8,0.5,2.8,1.0,2.1,0.9,Walker Kessler, C
Utah Jazz ,50,8,20.4,8.1,1.3,3.8,5.1,4.4,0.7,0.2,1.6,2.6,2.7,Kelly Olynyk PF, PF
Utah Jazz ,51,10,19.7,5.4,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,1.4,Ochai Agbaji G, G
Utah Jazz ,45,27,17.9,5.3,0.7,2.2,2.9,4.3,1.0,0.5,1.3,1.8,3.4,Kris Dunn, G
Utah Jazz ,14,0,14.2,4.8,0.9,1.7,2.6,0.5,0.6,0.6,0.8,0.9,0.6,Taylor Hendricks, F
Utah Jazz ,28,6,9.5,3.1,1.3,2.5,3.8,0.5,0.1,0.4,0.9,1.3,0.5,Omer Yurtseven, C
Utah Jazz ,24,0,5.9,2.8,0.3,1.4,1.7,0.2,0.0,0.1,0.5,0.6,0.4,Luka Samanic, F
Utah Jazz ,4,0,3.0,1.3,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,INF,Brice Sensabaugh, F
Utah Jazz ,2,0,3.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Micah Potter, C
Utah Jazz ,1,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Jason Preston, G
Utah Jazz ,2,0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,INF,Johnny Juzang, G
Washington Wizards ,51,51,31.7,21.8,1.0,5.4,6.3,4.2,0.4,0.7,2.6,2.2,1.6,Kyle Kuzma, SF
Washington Wizards ,50,50,29.2,15.8,0.4,2.0,2.3,3.7,1.0,0.3,2.1,3.2,1.7,Jordan Poole, SG
Washington Wizards ,9,3,23.0,14.0,3.7,3.9,7.6,1.2,0.6,0.6,1.8,2.8,0.7,Marvin Bagley III PF, PF
Washington Wizards ,52,52,27.8,13.0,1.0,5.4,6.4,3.8,0.8,0.4,1.9,2.5,2.0,Deni Avdija, SF
Washington Wizards ,52,52,28.7,12.6,0.3,2.5,2.8,6.5,1.1,0.3,0.9,0.8,7.2,Tyus Jones, PG
Washington Wizards ,51,1,22.3,12.0,0.3,2.1,2.4,1.6,0.4,0.2,1.0,1.5,1.5,Corey Kispert, SF
Washington Wizards ,45,45,26.5,10.9,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,1.5,Daniel Gafford C, C
Washington Wizards ,51,4,26.8,8.5,0.8,3.2,4.1,1.8,0.9,0.8,1.5,2.1,1.2,Bilal Coulibaly, SG
Washington Wizards ,35,0,15.1,7.6,0.3,1.0,1.3,1.3,0.5,0.2,0.6,1.8,2.2,Landry Shamet, SG
Washington Wizards ,26,0,14.8,7.0,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,2.6,Danilo Gallinari PF, PF
Washington Wizards ,23,0,7.3,4.8,1.0,1.3,2.2,0.8,0.7,0.0,0.6,1.3,1.5,Eugene Omoruyi, F
Washington Wizards ,17,0,7.5,4.6,0.0,0.6,0.6,1.8,0.5,0.1,0.6,0.8,3.1,Jared Butler, SG
Washington Wizards ,31,0,14.5,4.3,0.4,1.5,1.9,2.6,1.1,0.3,0.3,0.7,8.1,Delon Wright, SG
Washington Wizards ,10,0,6.6,4.1,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,1.6,Ryan Rollins, G
Washington Wizards ,24,2,14.1,4.0,0.9,2.2,3.1,1.0,0.2,0.3,0.7,1.3,1.4,Mike Muscala C, C
Washington Wizards ,17,0,7.2,2.9,0.4,1.7,2.1,0.4,0.1,0.2,0.4,1.2,1.2,Patrick Baldwin Jr., F
Washington Wizards ,23,0,8.0,2.3,0.4,0.5,0.9,0.3,0.3,0.1,0.3,0.6,1.2,Johnny Davis, G
Washington Wizards ,29,0,5.6,2.1,0.4,0.8,1.3,0.4,0.2,0.2,0.5,0.4,0.7,Anthony Gill, PF
Washington Wizards ,6,0,4.7,1.2,0.3,0.5,0.8,0.8,0.2,0.2,0.3,0.7,2.5,Jules Bernard, G
Washington Wizards ,2,0,2.5,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,Hamidou Diallo, G
Washington Wizards ,2,0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,Trey Jemison C, C
